ORIGID,County,PopulationCensus16,TimeStamp,Lat,Long,Confirmed Cases
21,Sligo,65535,2021/01/29 00:00:00+00,54.1581,-8.5345,1996
22,Tipperary,159553,2021/01/29 00:00:00+00,52.6407,-7.9206,4350
23,Waterford,116176,2021/01/29 00:00:00+00,52.2035,-7.4935,4476
24,Westmeath,88770,2021/01/29 00:00:00+00,53.5524,-7.4219,2738
25,Wexford,149722,2021/01/29 00:00:00+00,52.5164,-6.5037,5807
26,Wicklow,142425,2021/01/29 00:00:00+00,53.0205,-6.3442,3695
1,Carlow,56932,2021/01/30 00:00:00+00,52.7168,-6.8367,2332
2,Cavan,76176,2021/01/30 00:00:00+00,53.9878,-7.2937,4263
3,Clare,118817,2021/01/30 00:00:00+00,52.8917,-8.9889,4241
4,Cork,542868,2021/01/30 00:00:00+00,51.9517,-8.6372,19815
5,Donegal,159192,2021/01/30 00:00:00+00,54.8989,-7.96,7821
6,Dublin,1347359,2021/01/30 00:00:00+00,53.3605,-6.292,67024
7,Galway,258058,2021/01/30 00:00:00+00,53.3705,-8.7362,7714
8,Kerry,147707,2021/01/30 00:00:00+00,52.1689,-9.565,4057
9,Kildare,222504,2021/01/30 00:00:00+00,53.238,-6.7837,8655
10,Kilkenny,99232,2021/01/30 00:00:00+00,52.5816,-7.2175,3184
11,Laois,84697,2021/01/30 00:00:00+00,52.9952,-7.3423,2669
12,Leitrim,32044,2021/01/30 00:00:00+00,54.1261,-7.9939,640
13,Limerick,194899,2021/01/30 00:00:00+00,52.5255,-8.7412,9389
14,Longford,40873,2021/01/30 00:00:00+00,53.7325,-7.6952,1343
15,Louth,128884,2021/01/30 00:00:00+00,53.9161,-6.487,7591
16,Mayo,130507,2021/01/30 00:00:00+00,53.9191,-9.2537,5277
17,Meath,195044,2021/01/30 00:00:00+00,53.6851,-6.715,7958
18,Monaghan,61386,2021/01/30 00:00:00+00,54.1857,-6.9452,4331
19,Offaly,77961,2021/01/30 00:00:00+00,53.2632,-7.6607,2665
20,Roscommon,64544,2021/01/30 00:00:00+00,53.8008,-8.2735,1972
21,Sligo,65535,2021/01/30 00:00:00+00,54.1581,-8.5345,2011
22,Tipperary,159553,2021/01/30 00:00:00+00,52.6407,-7.9206,4395
23,Waterford,116176,2021/01/30 00:00:00+00,52.2035,-7.4935,4529
24,Westmeath,88770,2021/01/30 00:00:00+00,53.5524,-7.4219,2745
25,Wexford,149722,2021/01/30 00:00:00+00,52.5164,-6.5037,5905
26,Wicklow,142425,2021/01/30 00:00:00+00,53.0205,-6.3442,3733
1,Carlow,56932,2021/01/31 00:00:00+00,52.7168,-6.8367,2346
2,Cavan,76176,2021/01/31 00:00:00+00,53.9878,-7.2937,4269
3,Clare,118817,2021/01/31 00:00:00+00,52.8917,-8.9889,4253
4,Cork,542868,2021/01/31 00:00:00+00,51.9517,-8.6372,19948
5,Donegal,159192,2021/01/31 00:00:00+00,54.8989,-7.96,7848
6,Dublin,1347359,2021/01/31 00:00:00+00,53.3605,-6.292,67359
7,Galway,258058,2021/01/31 00:00:00+00,53.3705,-8.7362,7766
8,Kerry,147707,2021/01/31 00:00:00+00,52.1689,-9.565,4066
9,Kildare,222504,2021/01/31 00:00:00+00,53.238,-6.7837,8710
10,Kilkenny,99232,2021/01/31 00:00:00+00,52.5816,-7.2175,3193
11,Laois,84697,2021/01/31 00:00:00+00,52.9952,-7.3423,2696
12,Leitrim,32044,2021/01/31 00:00:00+00,54.1261,-7.9939,644
13,Limerick,194899,2021/01/31 00:00:00+00,52.5255,-8.7412,9428
14,Longford,40873,2021/01/31 00:00:00+00,53.7325,-7.6952,1349
15,Louth,128884,2021/01/31 00:00:00+00,53.9161,-6.487,7638
16,Mayo,130507,2021/01/31 00:00:00+00,53.9191,-9.2537,5313
17,Meath,195044,2021/01/31 00:00:00+00,53.6851,-6.715,7986
18,Monaghan,61386,2021/01/31 00:00:00+00,54.1857,-6.9452,4381
19,Offaly,77961,2021/01/31 00:00:00+00,53.2632,-7.6607,2674
20,Roscommon,64544,2021/01/31 00:00:00+00,53.8008,-8.2735,1979
21,Sligo,65535,2021/01/31 00:00:00+00,54.1581,-8.5345,2017
22,Tipperary,159553,2021/01/31 00:00:00+00,52.6407,-7.9206,4414
23,Waterford,116176,2021/01/31 00:00:00+00,52.2035,-7.4935,4564
24,Westmeath,88770,2021/01/31 00:00:00+00,53.5524,-7.4219,2749
25,Wexford,149722,2021/01/31 00:00:00+00,52.5164,-6.5037,5978
26,Wicklow,142425,2021/01/31 00:00:00+00,53.0205,-6.3442,3749
1,Carlow,56932,2021/02/01 00:00:00+00,52.7168,-6.8367,2354
2,Cavan,76176,2021/02/01 00:00:00+00,53.9878,-7.2937,4279
3,Clare,118817,2021/02/01 00:00:00+00,52.8917,-8.9889,4264
4,Cork,542868,2021/02/01 00:00:00+00,51.9517,-8.6372,20025
5,Donegal,159192,2021/02/01 00:00:00+00,54.8989,-7.96,7863
6,Dublin,1347359,2021/02/01 00:00:00+00,53.3605,-6.292,67741
7,Galway,258058,2021/02/01 00:00:00+00,53.3705,-8.7362,7810
8,Kerry,147707,2021/02/01 00:00:00+00,52.1689,-9.565,4078
9,Kildare,222504,2021/02/01 00:00:00+00,53.238,-6.7837,8733
10,Kilkenny,99232,2021/02/01 00:00:00+00,52.5816,-7.2175,3206
11,Laois,84697,2021/02/01 00:00:00+00,52.9952,-7.3423,2712
12,Leitrim,32044,2021/02/01 00:00:00+00,54.1261,-7.9939,646
13,Limerick,194899,2021/02/01 00:00:00+00,52.5255,-8.7412,9461
14,Longford,40873,2021/02/01 00:00:00+00,53.7325,-7.6952,1349
15,Louth,128884,2021/02/01 00:00:00+00,53.9161,-6.487,7661
16,Mayo,130507,2021/02/01 00:00:00+00,53.9191,-9.2537,5333
17,Meath,195044,2021/02/01 00:00:00+00,53.6851,-6.715,8020
18,Monaghan,61386,2021/02/01 00:00:00+00,54.1857,-6.9452,4398
19,Offaly,77961,2021/02/01 00:00:00+00,53.2632,-7.6607,2687
20,Roscommon,64544,2021/02/01 00:00:00+00,53.8008,-8.2735,1982
21,Sligo,65535,2021/02/01 00:00:00+00,54.1581,-8.5345,2024
22,Tipperary,159553,2021/02/01 00:00:00+00,52.6407,-7.9206,4433
23,Waterford,116176,2021/02/01 00:00:00+00,52.2035,-7.4935,4593
24,Westmeath,88770,2021/02/01 00:00:00+00,53.5524,-7.4219,2763
25,Wexford,149722,2021/02/01 00:00:00+00,52.5164,-6.5037,6003
26,Wicklow,142425,2021/02/01 00:00:00+00,53.0205,-6.3442,3770
1,Carlow,56932,2021/02/02 00:00:00+00,52.7168,-6.8367,2367
2,Cavan,76176,2021/02/02 00:00:00+00,53.9878,-7.2937,4290
3,Clare,118817,2021/02/02 00:00:00+00,52.8917,-8.9889,4273
4,Cork,542868,2021/02/02 00:00:00+00,51.9517,-8.6372,20090
5,Donegal,159192,2021/02/02 00:00:00+00,54.8989,-7.96,7890
6,Dublin,1347359,2021/02/02 00:00:00+00,53.3605,-6.292,68077
7,Galway,258058,2021/02/02 00:00:00+00,53.3705,-8.7362,7902
8,Kerry,147707,2021/02/02 00:00:00+00,52.1689,-9.565,4096
9,Kildare,222504,2021/02/02 00:00:00+00,53.238,-6.7837,8790
10,Kilkenny,99232,2021/02/02 00:00:00+00,52.5816,-7.2175,3217
11,Laois,84697,2021/02/02 00:00:00+00,52.9952,-7.3423,2721
12,Leitrim,32044,2021/02/02 00:00:00+00,54.1261,-7.9939,649
13,Limerick,194899,2021/02/02 00:00:00+00,52.5255,-8.7412,9473
14,Longford,40873,2021/02/02 00:00:00+00,53.7325,-7.6952,1356
15,Louth,128884,2021/02/02 00:00:00+00,53.9161,-6.487,7709
16,Mayo,130507,2021/02/02 00:00:00+00,53.9191,-9.2537,5360
17,Meath,195044,2021/02/02 00:00:00+00,53.6851,-6.715,8065
18,Monaghan,61386,2021/02/02 00:00:00+00,54.1857,-6.9452,4419
19,Offaly,77961,2021/02/02 00:00:00+00,53.2632,-7.6607,2710
20,Roscommon,64544,2021/02/02 00:00:00+00,53.8008,-8.2735,1984
21,Sligo,65535,2021/02/02 00:00:00+00,54.1581,-8.5345,2041
22,Tipperary,159553,2021/02/02 00:00:00+00,52.6407,-7.9206,4451
23,Waterford,116176,2021/02/02 00:00:00+00,52.2035,-7.4935,4637
24,Westmeath,88770,2021/02/02 00:00:00+00,53.5524,-7.4219,2781
25,Wexford,149722,2021/02/02 00:00:00+00,52.5164,-6.5037,6046
26,Wicklow,142425,2021/02/02 00:00:00+00,53.0205,-6.3442,3801
1,Carlow,56932,2021/02/03 00:00:00+00,52.7168,-6.8367,2408
2,Cavan,76176,2021/02/03 00:00:00+00,53.9878,-7.2937,4313
3,Clare,118817,2021/02/03 00:00:00+00,52.8917,-8.9889,4288
4,Cork,542868,2021/02/03 00:00:00+00,51.9517,-8.6372,20209
5,Donegal,159192,2021/02/03 00:00:00+00,54.8989,-7.96,7926
6,Dublin,1347359,2021/02/03 00:00:00+00,53.3605,-6.292,68504
7,Galway,258058,2021/02/03 00:00:00+00,53.3705,-8.7362,7994
8,Kerry,147707,2021/02/03 00:00:00+00,52.1689,-9.565,4115
9,Kildare,222504,2021/02/03 00:00:00+00,53.238,-6.7837,8868
10,Kilkenny,99232,2021/02/03 00:00:00+00,52.5816,-7.2175,3233
11,Laois,84697,2021/02/03 00:00:00+00,52.9952,-7.3423,2745
12,Leitrim,32044,2021/02/03 00:00:00+00,54.1261,-7.9939,658
13,Limerick,194899,2021/02/03 00:00:00+00,52.5255,-8.7412,9544
14,Longford,40873,2021/02/03 00:00:00+00,53.7325,-7.6952,1364
15,Louth,128884,2021/02/03 00:00:00+00,53.9161,-6.487,7747
16,Mayo,130507,2021/02/03 00:00:00+00,53.9191,-9.2537,5388
17,Meath,195044,2021/02/03 00:00:00+00,53.6851,-6.715,8133
18,Monaghan,61386,2021/02/03 00:00:00+00,54.1857,-6.9452,4447
19,Offaly,77961,2021/02/03 00:00:00+00,53.2632,-7.6607,2731
20,Roscommon,64544,2021/02/03 00:00:00+00,53.8008,-8.2735,1987
21,Sligo,65535,2021/02/03 00:00:00+00,54.1581,-8.5345,2053
22,Tipperary,159553,2021/02/03 00:00:00+00,52.6407,-7.9206,4476
23,Waterford,116176,2021/02/03 00:00:00+00,52.2035,-7.4935,4677
24,Westmeath,88770,2021/02/03 00:00:00+00,53.5524,-7.4219,2797
25,Wexford,149722,2021/02/03 00:00:00+00,52.5164,-6.5037,6074
26,Wicklow,142425,2021/02/03 00:00:00+00,53.0205,-6.3442,3828
1,Carlow,56932,2021/02/04 00:00:00+00,52.7168,-6.8367,2425
2,Cavan,76176,2021/02/04 00:00:00+00,53.9878,-7.2937,4327
3,Clare,118817,2021/02/04 00:00:00+00,52.8917,-8.9889,4305
4,Cork,542868,2021/02/04 00:00:00+00,51.9517,-8.6372,20326
5,Donegal,159192,2021/02/04 00:00:00+00,54.8989,-7.96,7971
6,Dublin,1347359,2021/02/04 00:00:00+00,53.3605,-6.292,68793
7,Galway,258058,2021/02/04 00:00:00+00,53.3705,-8.7362,8026
8,Kerry,147707,2021/02/04 00:00:00+00,52.1689,-9.565,4122
9,Kildare,222504,2021/02/04 00:00:00+00,53.238,-6.7837,8913
10,Kilkenny,99232,2021/02/04 00:00:00+00,52.5816,-7.2175,3246
11,Laois,84697,2021/02/04 00:00:00+00,52.9952,-7.3423,2761
12,Leitrim,32044,2021/02/04 00:00:00+00,54.1261,-7.9939,661
13,Limerick,194899,2021/02/04 00:00:00+00,52.5255,-8.7412,9596
14,Longford,40873,2021/02/04 00:00:00+00,53.7325,-7.6952,1376
15,Louth,128884,2021/02/04 00:00:00+00,53.9161,-6.487,7789
16,Mayo,130507,2021/02/04 00:00:00+00,53.9191,-9.2537,5433
17,Meath,195044,2021/02/04 00:00:00+00,53.6851,-6.715,8170
18,Monaghan,61386,2021/02/04 00:00:00+00,54.1857,-6.9452,4476
19,Offaly,77961,2021/02/04 00:00:00+00,53.2632,-7.6607,2751
20,Roscommon,64544,2021/02/04 00:00:00+00,53.8008,-8.2735,1997
21,Sligo,65535,2021/02/04 00:00:00+00,54.1581,-8.5345,2063
22,Tipperary,159553,2021/02/04 00:00:00+00,52.6407,-7.9206,4489
23,Waterford,116176,2021/02/04 00:00:00+00,52.2035,-7.4935,4716
24,Westmeath,88770,2021/02/04 00:00:00+00,53.5524,-7.4219,2818
25,Wexford,149722,2021/02/04 00:00:00+00,52.5164,-6.5037,6150
26,Wicklow,142425,2021/02/04 00:00:00+00,53.0205,-6.3442,3848
1,Carlow,56932,2021/02/05 00:00:00+00,52.7168,-6.8367,2439
2,Cavan,76176,2021/02/05 00:00:00+00,53.9878,-7.2937,4333
3,Clare,118817,2021/02/05 00:00:00+00,52.8917,-8.9889,4316
4,Cork,542868,2021/02/05 00:00:00+00,51.9517,-8.6372,20402
5,Donegal,159192,2021/02/05 00:00:00+00,54.8989,-7.96,7993
6,Dublin,1347359,2021/02/05 00:00:00+00,53.3605,-6.292,69090
7,Galway,258058,2021/02/05 00:00:00+00,53.3705,-8.7362,8082
8,Kerry,147707,2021/02/05 00:00:00+00,52.1689,-9.565,4146
9,Kildare,222504,2021/02/05 00:00:00+00,53.238,-6.7837,8949
10,Kilkenny,99232,2021/02/05 00:00:00+00,52.5816,-7.2175,3253
11,Laois,84697,2021/02/05 00:00:00+00,52.9952,-7.3423,2784
12,Leitrim,32044,2021/02/05 00:00:00+00,54.1261,-7.9939,666
13,Limerick,194899,2021/02/05 00:00:00+00,52.5255,-8.7412,9615
14,Longford,40873,2021/02/05 00:00:00+00,53.7325,-7.6952,1382
15,Louth,128884,2021/02/05 00:00:00+00,53.9161,-6.487,7803
16,Mayo,130507,2021/02/05 00:00:00+00,53.9191,-9.2537,5450
17,Meath,195044,2021/02/05 00:00:00+00,53.6851,-6.715,8206
18,Monaghan,61386,2021/02/05 00:00:00+00,54.1857,-6.9452,4497
19,Offaly,77961,2021/02/05 00:00:00+00,53.2632,-7.6607,2763
20,Roscommon,64544,2021/02/05 00:00:00+00,53.8008,-8.2735,2004
21,Sligo,65535,2021/02/05 00:00:00+00,54.1581,-8.5345,2070
22,Tipperary,159553,2021/02/05 00:00:00+00,52.6407,-7.9206,4505
23,Waterford,116176,2021/02/05 00:00:00+00,52.2035,-7.4935,4737
24,Westmeath,88770,2021/02/05 00:00:00+00,53.5524,-7.4219,2831
25,Wexford,149722,2021/02/05 00:00:00+00,52.5164,-6.5037,6196
26,Wicklow,142425,2021/02/05 00:00:00+00,53.0205,-6.3442,3863
1,Carlow,56932,2021/02/06 00:00:00+00,52.7168,-6.8367,2439
2,Cavan,76176,2021/02/06 00:00:00+00,53.9878,-7.2937,4352
3,Clare,118817,2021/02/06 00:00:00+00,52.8917,-8.9889,4330
4,Cork,542868,2021/02/06 00:00:00+00,51.9517,-8.6372,20466
5,Donegal,159192,2021/02/06 00:00:00+00,54.8989,-7.96,8026
6,Dublin,1347359,2021/02/06 00:00:00+00,53.3605,-6.292,69468
7,Galway,258058,2021/02/06 00:00:00+00,53.3705,-8.7362,8137
8,Kerry,147707,2021/02/06 00:00:00+00,52.1689,-9.565,4160
9,Kildare,222504,2021/02/06 00:00:00+00,53.238,-6.7837,8995
10,Kilkenny,99232,2021/02/06 00:00:00+00,52.5816,-7.2175,3256
11,Laois,84697,2021/02/06 00:00:00+00,52.9952,-7.3423,2805
12,Leitrim,32044,2021/02/06 00:00:00+00,54.1261,-7.9939,667
13,Limerick,194899,2021/02/06 00:00:00+00,52.5255,-8.7412,9661
14,Longford,40873,2021/02/06 00:00:00+00,53.7325,-7.6952,1395
15,Louth,128884,2021/02/06 00:00:00+00,53.9161,-6.487,7829
16,Mayo,130507,2021/02/06 00:00:00+00,53.9191,-9.2537,5480
17,Meath,195044,2021/02/06 00:00:00+00,53.6851,-6.715,8277
18,Monaghan,61386,2021/02/06 00:00:00+00,54.1857,-6.9452,4544
19,Offaly,77961,2021/02/06 00:00:00+00,53.2632,-7.6607,2771
20,Roscommon,64544,2021/02/06 00:00:00+00,53.8008,-8.2735,2012
21,Sligo,65535,2021/02/06 00:00:00+00,54.1581,-8.5345,2085
22,Tipperary,159553,2021/02/06 00:00:00+00,52.6407,-7.9206,4513
23,Waterford,116176,2021/02/06 00:00:00+00,52.2035,-7.4935,4770
24,Westmeath,88770,2021/02/06 00:00:00+00,53.5524,-7.4219,2853
25,Wexford,149722,2021/02/06 00:00:00+00,52.5164,-6.5037,6219
26,Wicklow,142425,2021/02/06 00:00:00+00,53.0205,-6.3442,3888
1,Carlow,56932,2021/02/07 00:00:00+00,52.7168,-6.8367,2466
2,Cavan,76176,2021/02/07 00:00:00+00,53.9878,-7.2937,4384
3,Clare,118817,2021/02/07 00:00:00+00,52.8917,-8.9889,4340
4,Cork,542868,2021/02/07 00:00:00+00,51.9517,-8.6372,20501
5,Donegal,159192,2021/02/07 00:00:00+00,54.8989,-7.96,8036
6,Dublin,1347359,2021/02/07 00:00:00+00,53.3605,-6.292,69850
7,Galway,258058,2021/02/07 00:00:00+00,53.3705,-8.7362,8164
8,Kerry,147707,2021/02/07 00:00:00+00,52.1689,-9.565,4165
9,Kildare,222504,2021/02/07 00:00:00+00,53.238,-6.7837,9030
10,Kilkenny,99232,2021/02/07 00:00:00+00,52.5816,-7.2175,3270
11,Laois,84697,2021/02/07 00:00:00+00,52.9952,-7.3423,2819
12,Leitrim,32044,2021/02/07 00:00:00+00,54.1261,-7.9939,667
13,Limerick,194899,2021/02/07 00:00:00+00,52.5255,-8.7412,9688
14,Longford,40873,2021/02/07 00:00:00+00,53.7325,-7.6952,1402
15,Louth,128884,2021/02/07 00:00:00+00,53.9161,-6.487,7862
16,Mayo,130507,2021/02/07 00:00:00+00,53.9191,-9.2537,5499
17,Meath,195044,2021/02/07 00:00:00+00,53.6851,-6.715,8317
18,Monaghan,61386,2021/02/07 00:00:00+00,54.1857,-6.9452,4556
19,Offaly,77961,2021/02/07 00:00:00+00,53.2632,-7.6607,2785
20,Roscommon,64544,2021/02/07 00:00:00+00,53.8008,-8.2735,2018
21,Sligo,65535,2021/02/07 00:00:00+00,54.1581,-8.5345,2089
22,Tipperary,159553,2021/02/07 00:00:00+00,52.6407,-7.9206,4543
23,Waterford,116176,2021/02/07 00:00:00+00,52.2035,-7.4935,4779
24,Westmeath,88770,2021/02/07 00:00:00+00,53.5524,-7.4219,2866
25,Wexford,149722,2021/02/07 00:00:00+00,52.5164,-6.5037,6230
26,Wicklow,142425,2021/02/07 00:00:00+00,53.0205,-6.3442,3898
1,Carlow,56932,2021/02/08 00:00:00+00,52.7168,-6.8367,2475
2,Cavan,76176,2021/02/08 00:00:00+00,53.9878,-7.2937,4395
3,Clare,118817,2021/02/08 00:00:00+00,52.8917,-8.9889,4350
4,Cork,542868,2021/02/08 00:00:00+00,51.9517,-8.6372,20540
5,Donegal,159192,2021/02/08 00:00:00+00,54.8989,-7.96,8056
6,Dublin,1347359,2021/02/08 00:00:00+00,53.3605,-6.292,70013
7,Galway,258058,2021/02/08 00:00:00+00,53.3705,-8.7362,8197
8,Kerry,147707,2021/02/08 00:00:00+00,52.1689,-9.565,4175
9,Kildare,222504,2021/02/08 00:00:00+00,53.238,-6.7837,9058
10,Kilkenny,99232,2021/02/08 00:00:00+00,52.5816,-7.2175,3276
11,Laois,84697,2021/02/08 00:00:00+00,52.9952,-7.3423,2828
12,Leitrim,32044,2021/02/08 00:00:00+00,54.1261,-7.9939,667
13,Limerick,194899,2021/02/08 00:00:00+00,52.5255,-8.7412,9720
14,Longford,40873,2021/02/08 00:00:00+00,53.7325,-7.6952,1407
15,Louth,128884,2021/02/08 00:00:00+00,53.9161,-6.487,7883
16,Mayo,130507,2021/02/08 00:00:00+00,53.9191,-9.2537,5519
17,Meath,195044,2021/02/08 00:00:00+00,53.6851,-6.715,8337
18,Monaghan,61386,2021/02/08 00:00:00+00,54.1857,-6.9452,4558
19,Offaly,77961,2021/02/08 00:00:00+00,53.2632,-7.6607,2803
20,Roscommon,64544,2021/02/08 00:00:00+00,53.8008,-8.2735,2019
21,Sligo,65535,2021/02/08 00:00:00+00,54.1581,-8.5345,2092
22,Tipperary,159553,2021/02/08 00:00:00+00,52.6407,-7.9206,4553
23,Waterford,116176,2021/02/08 00:00:00+00,52.2035,-7.4935,4808
24,Westmeath,88770,2021/02/08 00:00:00+00,53.5524,-7.4219,2872
25,Wexford,149722,2021/02/08 00:00:00+00,52.5164,-6.5037,6257
26,Wicklow,142425,2021/02/08 00:00:00+00,53.0205,-6.3442,3919
1,Carlow,56932,2021/02/09 00:00:00+00,52.7168,-6.8367,2481
2,Cavan,76176,2021/02/09 00:00:00+00,53.9878,-7.2937,4397
3,Clare,118817,2021/02/09 00:00:00+00,52.8917,-8.9889,4354
4,Cork,542868,2021/02/09 00:00:00+00,51.9517,-8.6372,20604
5,Donegal,159192,2021/02/09 00:00:00+00,54.8989,-7.96,8078
6,Dublin,1347359,2021/02/09 00:00:00+00,53.3605,-6.292,70529
7,Galway,258058,2021/02/09 00:00:00+00,53.3705,-8.7362,8242
8,Kerry,147707,2021/02/09 00:00:00+00,52.1689,-9.565,4184
9,Kildare,222504,2021/02/09 00:00:00+00,53.238,-6.7837,9090
10,Kilkenny,99232,2021/02/09 00:00:00+00,52.5816,-7.2175,3280
11,Laois,84697,2021/02/09 00:00:00+00,52.9952,-7.3423,2849
12,Leitrim,32044,2021/02/09 00:00:00+00,54.1261,-7.9939,668
13,Limerick,194899,2021/02/09 00:00:00+00,52.5255,-8.7412,9746
14,Longford,40873,2021/02/09 00:00:00+00,53.7325,-7.6952,1411
15,Louth,128884,2021/02/09 00:00:00+00,53.9161,-6.487,7919
16,Mayo,130507,2021/02/09 00:00:00+00,53.9191,-9.2537,5529
17,Meath,195044,2021/02/09 00:00:00+00,53.6851,-6.715,8379
18,Monaghan,61386,2021/02/09 00:00:00+00,54.1857,-6.9452,4592
19,Offaly,77961,2021/02/09 00:00:00+00,53.2632,-7.6607,2830
20,Roscommon,64544,2021/02/09 00:00:00+00,53.8008,-8.2735,2021
21,Sligo,65535,2021/02/09 00:00:00+00,54.1581,-8.5345,2099
22,Tipperary,159553,2021/02/09 00:00:00+00,52.6407,-7.9206,4567
23,Waterford,116176,2021/02/09 00:00:00+00,52.2035,-7.4935,4830
24,Westmeath,88770,2021/02/09 00:00:00+00,53.5524,-7.4219,2879
25,Wexford,149722,2021/02/09 00:00:00+00,52.5164,-6.5037,6284
26,Wicklow,142425,2021/02/09 00:00:00+00,53.0205,-6.3442,3939
1,Carlow,56932,2021/02/10 00:00:00+00,52.7168,-6.8367,2489
2,Cavan,76176,2021/02/10 00:00:00+00,53.9878,-7.2937,4425
3,Clare,118817,2021/02/10 00:00:00+00,52.8917,-8.9889,4363
4,Cork,542868,2021/02/10 00:00:00+00,51.9517,-8.6372,20643
5,Donegal,159192,2021/02/10 00:00:00+00,54.8989,-7.96,8095
6,Dublin,1347359,2021/02/10 00:00:00+00,53.3605,-6.292,70809
7,Galway,258058,2021/02/10 00:00:00+00,53.3705,-8.7362,8299
8,Kerry,147707,2021/02/10 00:00:00+00,52.1689,-9.565,4204
9,Kildare,222504,2021/02/10 00:00:00+00,53.238,-6.7837,9146
10,Kilkenny,99232,2021/02/10 00:00:00+00,52.5816,-7.2175,3287
11,Laois,84697,2021/02/10 00:00:00+00,52.9952,-7.3423,2875
12,Leitrim,32044,2021/02/10 00:00:00+00,54.1261,-7.9939,670
13,Limerick,194899,2021/02/10 00:00:00+00,52.5255,-8.7412,9772
14,Longford,40873,2021/02/10 00:00:00+00,53.7325,-7.6952,1421
15,Louth,128884,2021/02/10 00:00:00+00,53.9161,-6.487,7957
16,Mayo,130507,2021/02/10 00:00:00+00,53.9191,-9.2537,5564
17,Meath,195044,2021/02/10 00:00:00+00,53.6851,-6.715,8424
18,Monaghan,61386,2021/02/10 00:00:00+00,54.1857,-6.9452,4614
19,Offaly,77961,2021/02/10 00:00:00+00,53.2632,-7.6607,2864
20,Roscommon,64544,2021/02/10 00:00:00+00,53.8008,-8.2735,2035
21,Sligo,65535,2021/02/10 00:00:00+00,54.1581,-8.5345,2107
22,Tipperary,159553,2021/02/10 00:00:00+00,52.6407,-7.9206,4579
23,Waterford,116176,2021/02/10 00:00:00+00,52.2035,-7.4935,4855
24,Westmeath,88770,2021/02/10 00:00:00+00,53.5524,-7.4219,2898
25,Wexford,149722,2021/02/10 00:00:00+00,52.5164,-6.5037,6303
26,Wicklow,142425,2021/02/10 00:00:00+00,53.0205,-6.3442,3944
1,Carlow,56932,2021/02/11 00:00:00+00,52.7168,-6.8367,2507
2,Cavan,76176,2021/02/11 00:00:00+00,53.9878,-7.2937,4449
3,Clare,118817,2021/02/11 00:00:00+00,52.8917,-8.9889,4374
4,Cork,542868,2021/02/11 00:00:00+00,51.9517,-8.6372,20730
5,Donegal,159192,2021/02/11 00:00:00+00,54.8989,-7.96,8103
6,Dublin,1347359,2021/02/11 00:00:00+00,53.3605,-6.292,71223
7,Galway,258058,2021/02/11 00:00:00+00,53.3705,-8.7362,8331
8,Kerry,147707,2021/02/11 00:00:00+00,52.1689,-9.565,4208
9,Kildare,222504,2021/02/11 00:00:00+00,53.238,-6.7837,9200
10,Kilkenny,99232,2021/02/11 00:00:00+00,52.5816,-7.2175,3299
11,Laois,84697,2021/02/11 00:00:00+00,52.9952,-7.3423,2892
12,Leitrim,32044,2021/02/11 00:00:00+00,54.1261,-7.9939,675
13,Limerick,194899,2021/02/11 00:00:00+00,52.5255,-8.7412,9814
14,Longford,40873,2021/02/11 00:00:00+00,53.7325,-7.6952,1430
15,Louth,128884,2021/02/11 00:00:00+00,53.9161,-6.487,7973
16,Mayo,130507,2021/02/11 00:00:00+00,53.9191,-9.2537,5573
17,Meath,195044,2021/02/11 00:00:00+00,53.6851,-6.715,8471
18,Monaghan,61386,2021/02/11 00:00:00+00,54.1857,-6.9452,4616
19,Offaly,77961,2021/02/11 00:00:00+00,53.2632,-7.6607,2887
20,Roscommon,64544,2021/02/11 00:00:00+00,53.8008,-8.2735,2040
21,Sligo,65535,2021/02/11 00:00:00+00,54.1581,-8.5345,2111
22,Tipperary,159553,2021/02/11 00:00:00+00,52.6407,-7.9206,4607
23,Waterford,116176,2021/02/11 00:00:00+00,52.2035,-7.4935,4869
24,Westmeath,88770,2021/02/11 00:00:00+00,53.5524,-7.4219,2917
25,Wexford,149722,2021/02/11 00:00:00+00,52.5164,-6.5037,6312
26,Wicklow,142425,2021/02/11 00:00:00+00,53.0205,-6.3442,3951
1,Carlow,56932,2021/02/12 00:00:00+00,52.7168,-6.8367,2523
2,Cavan,76176,2021/02/12 00:00:00+00,53.9878,-7.2937,4457
3,Clare,118817,2021/02/12 00:00:00+00,52.8917,-8.9889,4395
4,Cork,542868,2021/02/12 00:00:00+00,51.9517,-8.6372,20764
5,Donegal,159192,2021/02/12 00:00:00+00,54.8989,-7.96,8129
6,Dublin,1347359,2021/02/12 00:00:00+00,53.3605,-6.292,71652
7,Galway,258058,2021/02/12 00:00:00+00,53.3705,-8.7362,8467
8,Kerry,147707,2021/02/12 00:00:00+00,52.1689,-9.565,4211
9,Kildare,222504,2021/02/12 00:00:00+00,53.238,-6.7837,9241
10,Kilkenny,99232,2021/02/12 00:00:00+00,52.5816,-7.2175,3305
11,Laois,84697,2021/02/12 00:00:00+00,52.9952,-7.3423,2918
12,Leitrim,32044,2021/02/12 00:00:00+00,54.1261,-7.9939,685
13,Limerick,194899,2021/02/12 00:00:00+00,52.5255,-8.7412,9856
14,Longford,40873,2021/02/12 00:00:00+00,53.7325,-7.6952,1434
15,Louth,128884,2021/02/12 00:00:00+00,53.9161,-6.487,7989
